,label,image_path,image path
11,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/03066b160b93724e7ecceefbaeea99ef15f7ea80790834968f89c4616545a085.jpg,
12,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/030b600a04e259e0f36869651082f7283b060dcfd5302c81216e5de8b53075cb.jpg,
13,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/030ba64e8f16728f587d59afc6e226409a4f59a3ac9ebb897b0343ef9854d73d.jpg,
14,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0377934d9e68fe9ea41947a6e01d58223f97da9506bc3678376d1d18f0295e94.jpg,
15,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/03ccd929f9f2040352a9e1b56580af13f6a68c8ac23eb362f11e886c833be5ed.jpg,
16,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/03df4e495b79a2ca8458c37ef10498f587607f579d8470b28073e6e44264d7e4.jpg,
17,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/03ee9abe6dafeb347cac22531970333a0a9936b1ea2b87f9a39161ecfd2906a2.jpg,
18,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/03f2dda4a2619fb3ffc5299c91a0ff78a495f8afae9976431c5dbac601faeca1.jpg,
19,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0427e3c5dbd6f4f5a988ac43c54a728844cdc06f1051dd9e97fcc235a631599b.jpg,
20,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0455a11984df1ab52ec8fa308fc201c8ce6e61edb75942bdf38b5ab9f9b06655.jpg,
21,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/047823f89a9f8ecf7eeb847af1201ab48947c336ae59ff0ac3095e058833ded2.jpg,
22,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/047b79b092f82343aa2c3f3e95603aa0d21b59e196e6e9e0ecf834223cfea7fe.jpg,
23,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/04e4f30cacce9ff7f56b805b974cb7a46ed8e24bc96e4b7f5c361db00ba0f7f8.jpg,
24,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/058521e40153991dd210d1f5c07a490a4d0b2829636d2bce8b8262d50837e582.jpg,
25,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/05a7586fe7761287605418f1f854095352e7a636587193d273bc761bd04eedbc.jpg,
26,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/05afaebcf49d7680d83febeaff0bad7f67ce650861da56563fa270cbd5d5486d.jpg,
27,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/05b13951916a526f7e8f2c772bc2d4974d09195b6976390b607cb32e02bf9756.jpg,
28,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/060ac58d1b6bf6c53c01b90574b9c1b32fbc4b00a83433576484e2b4d2ce8edc.jpg,
29,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/06174e0ee192008a943f00703afa8f2ffe00844cf02896c42b1a54019ba3badf.jpg,
30,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0653def2173a023ce8944f0c641c80449bf9fd72025344a09d428927d7d30a25.jpg,
31,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/065d91a21e35a3661b386d212c4b94cd4df1a9d69c63d8705bcc641c59f5a009.jpg,
32,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0673b00cace5bb9f9812e0706d6282872389dc0fbe25a82491300792cf5e616e.jpg,
33,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/071bc10538e39589f787352030e4c447d669cb16de12834394a5a27a87b1a3b8.jpg,
34,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/07a4921bc8869761e1c5b32bba8b4aacf7e76e0a884d06299b24209b52146ce0.jpg,
35,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/07fe534ecb12e79099a1bc228079e0d3cc313195d77fc34a051213fac2cf7f61.jpg,
36,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/080636242e0288b52317a2ec46e1722912894f4fab4bbe15bdeac5236eb74e5d.jpg,
37,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/083ffbbc88adbd082b4699d5f0d6e801b6afb6bc0f864593340d22ec68fa900e.jpg,
38,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/08e44dc5418e25029e1db5fee5aec87017cf18188a8a65d2e72c0f40c49f6200.jpg,
39,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/092aea74885bdd4c5e001412e6f01c134ca62f287a8693ad140b4a4f521cd851.jpg,
40,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/095a7c24cb2a3889da4a6a288f3b89243871e795661d9e9a52ed72d281a43c30.jpg,
41,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0987b0ccb7d5699f12f102b851546d7a6d2d78930b39b8ce522de6f46c8970a3.jpg,
42,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/09ef66be50690fc2fc7fb50062d76b81befbc3a31b8e255671572a1b97891d8b.jpg,
43,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0a8eb6e2dc2e6dc8fd1013f651a880b69cb9e7e6a4c4dfdbe4f23919f509ff80.jpg,
44,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0aaffbb20556103019210f8f337cb338f8ba1b23f552f4196633c971e3f19514.jpg,
45,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0ad18377e0bc660276ceebc2bc49095f3dec921dd9a0e96440b8ee2b39931dc3.jpg,
46,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0ae109e6c0d552581f838b67f200855736833543331704c4affd07a70313e519.jpg,
47,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0b2a3768418c9da1084e0261742a1067daa47f8e1d9da5fba77dce2cb31ff0be.jpg,
48,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0b3c06b2a3aaaab80a8c83dccdbcbb4a5b84ce6746cfeaa8814f86c77c971901.jpg,
49,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0c178bcfa82179806f452251729c5c6bedd46cd6cb4f2f3d5205afdc3748d531.jpg,
50,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0c3083e072c09f00538821054949da5ada7c5f4bf77d94b68424fb896052b42e.jpg,
51,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0c5054cd1d473071991f29d0b3d042b405987933b7365a7d1a5b7cdd01b330ec.jpg,
52,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0c62074e600a76c2b0e3c97293f7531792cb5949847dc1ab7787b80899468118.jpg,
53,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0c8695883cf0764db3d10a64f74508e9c46faeb715765173ce9a2cde22eb509c.jpg,
54,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0c8e97c20cf06670acb9356a45f50775b0c5720125765c4e192a0e3cd6e5c25e.jpg,
55,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0cb717057bc81331cb9a1dce37c5d415d9fa4fcb6e2b169bc2974a5e91f12520.jpg,
56,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0d4a8ade9f6e2b938e5d45b2e113bcd34c21d9658bdaa9fb4e2b7899973819f0.jpg,
57,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0d6fd4d1e6116fb84c050076cf330e909e18b9001484992fc381b53730ebf72c.jpg,
58,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0d71331560c808ae12289045c57dd5f4009f43f50d5ceee0d301a8ed861cceca.jpg,
59,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0dd069532237085e923ea3518b3964287dce7ea1ddb8e4b3481d6007c907a203.jpg,
60,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0ded73ed78aa7ab537e929cb70e24e1297ccf5f5518faa3166fc3936e41b71e1.jpg,
61,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0e029d05a84b951f0fad9572533a08fe03d1d618ad31b5e43abb684c50114832.jpg,
62,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0e3d861b5099ac92f5cd6f3c6e7c6a790feb21c7403836581ff6c2c05c95471f.jpg,
63,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0e5b3f655688848fba3d487a402b15ca221f863dbf2dce20a43c24be719cbfc1.jpg,
64,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0e8e31a26cf53a43a2213019072e6c5a585267308f87af386f2df399300239f4.jpg,
65,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0efc8548bf452e86032e57dc887565baaf3d14fd570c67c0d0b2c63b2332fee4.jpg,
66,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0f1f5a6c2c58233c2ae98c7d79429ea00b35ee2d078a83ec5a1ca9b62b06c020.jpg,
67,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0fa8748defcb34fe2b1cbd5b95ad97f587eb250b2bff6846601173b25614b400.jpg,
68,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/0fc0046e90583dfd33e909a365b2f2c12a2ac30cce023443afc7adb768332993.jpg,
69,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/10040ac7fbbd9b64262e43f78317c0bbb86ddef261dc38aacadc49c5009effb9.jpg,
70,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/10e2498a463184380acf991db42b706d981c037e92790f6e9ef90dd6853fbe67.jpg,
71,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/113355d4682adef964a475a3726b50fad3672cdb84b0524cf7c1671e0c56de23.jpg,
72,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/11c4809def87d21f55a2d76941902270047cb81f61fe5c21b52e3d3f4d910e35.jpg,
73,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/11cf55a7cd313fb9c230d53a8009316bfb2932f57d117dcfe052697bef0e6109.jpg,
74,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/11f2d1f34ca42890e23905d340215ff1a48a37cbfae7378c3dbcaef51519b204.jpg,
75,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/11feff6bcca9dd4dbc721afd7510e3893bd7cc136c796e08eb13315e3a730300.jpg,
76,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1231201afed98eb57538072c340a8dcd95a11e44310b96adf071dc07f11d46b1.jpg,
77,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/123ea5d8e5456f69a99cbf1237ed9e9c07676360c1b7b87190b111341c9983a7.jpg,
78,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1293b5fa4d0f1ba2a5e9ed325d5c3bbadcad8baa4c2212b20d3fbb5c65dec665.jpg,
79,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/129cbfd369e1a54db380f8c53d0709b228a9393516223b1030aa844a41645bcf.jpg,
80,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/12eb917a792358ace69aaa33897720927fc779493aba6680228ebc61141ed90c.jpg,
81,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/13e7377739a29dfe9ddc3a352403d851513c751b00e9aa67f4dc1933d86b9cf9.jpg,
82,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/13e7d8abfc27ce6340e56f4cdcb8833e0d1e47edcde26eaf16a4995962fe1c32.jpg,
83,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1418d90b348e741110759217b74088ecd9d933fd58e8b9147f7d673dc1e72e06.jpg,
84,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/160f33801dbd6c494bb0ab22494fcc66414a6d3aa6c508a3d6cc39992ad80c68.jpg,
85,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/167b693d1b81940851e57c1b2a41d98560d3242730cc2ff929fe05ae34ce48b2.jpg,
86,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/16ecca96727c64288f80798ff624f3b2ff91c0572c0bea47b344f335ee1498b3.jpg,
87,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/17197c61ec7412c9e674c6868dc43e51030db304ea34cbfd50b06f9330f51020.jpg,
88,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/176085720c9047c07e5b9f3f0a502d31438e3c52811d7eb1c6f0af9dc0d0c7af.jpg,
89,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/17784ae312788c1d1f17beedc1dcb3e48bbe58af213cfd13ec6630c279b067a6.jpg,
90,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/179eaf2d1282c8c8e661b6f65d111f5fe79d4ae64b92f61c2ed3b9f181d26859.jpg,
91,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/17d1f0a987f49e59f5df81d347302aca1c6f2b68c706226f715ae82b2f1863bb.jpg,
92,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/17ec816c86729178c1829b735723f2b05c82c37c4230ebbfba0bb77bb012ce83.jpg,
93,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/18241968d885c3f284fc5c81eb96acd06c1e03d591c0ac564ad14d12ff000a8f.jpg,
94,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/183314e442c47fc214d885e16214bc4163f97d2a7a3c83bf817ca324e13f3e1e.jpg,
95,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/19140cdb716f27c3b690f95803fcc234a6fef9608d0d6a3695aca288d1d87d82.jpg,
96,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/19f917eaa63668d7cf6c9b07bac6af4a9a5b3c121a2505809e66af8640815d04.jpg,
97,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1a3a55056a3f4adbfae790cb08bba6043f44a9076ce56b25b840d1b5d889acee.jpg,
98,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1b0a66ae41629df90ba3e735304ffb5f4ed933a31ddb358596ecad39cfe6b2e7.jpg,
99,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1b16ab262a1112eb8463762d0072a1e79d06e8e52132e51e34fab1e84035ce65.jpg,
100,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1b202c6a6c28b531316747b98a3297a5277e913c000c2f11547117de60fc421b.jpg,
101,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1b3d099272c393ad060ceeb2752215e9e2d6117fe64e86414ac470c245970721.jpg,
102,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1b7a36eca0db9fd0fea3054917ee3d3f45e80aa6759966e85a5b6f6de6fba494.jpg,
103,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1ba6a23299d0cbc1ae38e4474ba0a6261214e4715948cfa9195d7a9c719a3148.jpg,
104,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1bae97f109293e3eaa0c4d4fe4d3197f143af137b53ed345a6d1ef080607688e.jpg,
105,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1c096cdb93f9340ee4d1b8291cee911cd479b0b363e6626aa9912425ef4b7e2c.jpg,
106,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1c29b6c4ccd5a5ca698d78bde0d0e1dd62feb4185017bc4832195cac84d6e839.jpg,
107,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1ccf30626cfd423b0b46ab47a7b557f9549de090a730b0c1b9bd92cdc0fc25fd.jpg,
108,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1d9c53a32ecb309c36f0e740acf69221ba5a378332c4f8a4d425b5d8512999e8.jpg,
109,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1df434bd2af198d0f68fd2e14c04be200f2e2b845bccdfffb3b156b02d14ea53.jpg,
110,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1e36045503f01c2102d6a7b07d0fefe7831393a915c1f23b4dd63808dcf2cc3e.jpg,
111,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1e8ef57d8278ddcd360eda1dd17650c5a3068687deac0c81f4cca9d80ede0da1.jpg,
112,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1e8f0c9c2e1d64d4591369dfa7377cad38717914001735699ae1121976659864.jpg,
113,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1f19d1a7d17c8b2abb0be1e6225b0e11b37beeb2d0bb211b492581c35cd80b0b.jpg,
114,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1f233a894d692a49e41b7062bdf2df2ea0615f5d4f2d16d5854cafa376b59941.jpg,
115,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1f5b1b78eb2b0d59b56817783d1ef39ab301a7ce519d4134853813a518a0b4df.jpg,
116,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1f70ea2e4601c9646e5020bc2ff8e0dd65ab5f38bfc12db1dce3f90a878d394a.jpg,
117,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1fe395eaeb9153f4ffcdb742badad99381611b505607f781333a49b88385a84a.jpg,
118,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1ff164b6279bffa86ad4b94f6b0aeb149619d7e6b2718d697868f99348b49846.jpg,
119,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/1ff1d616b0f4c58878f14ff5dbafaef34e33d63ede862493fd95d8bf3999238e.jpg,
120,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/20af84f966808d1f9e8a3558d0ab65f5a5be945c17f79fa88b616e21b71557d9.jpg,
121,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/20cb98e2f1b7b4731190945b849cc3b7ec491357541f7e871e19c2c9fe3dd965.jpg,
122,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/2108f1bb233862f29a9d192d0a428d5b05a187604dc5d18bb31b37e5ca8fefcb.jpg,
123,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/210b15224ab6c04f104aed7a093e6b8f794768b60a8ed9877c1e3dd42e7449e1.jpg,
124,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/21a325a2ea840179845d4d53eb96fa1740c84e2aebbea133d69fcd3ee342ee4c.jpg,
125,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/21c0e7b7e0f2a59eefc39725bcc1f87ba0f0ff5a468aa8df8fe5076b363c817e.jpg,
126,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/21de86ae08d4ecb7412eb3d2462602ce85de7febc3165c54ace9c7c248a5603f.jpg,
127,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/223983412b07af6a2ad5849f19d4a9f7796c1cdeab0914db03a0e9458a740c28.jpg,
128,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/226dd847b355c08493d48c4a0f39183f76a8a682a29a2e85f631bcff965c6b5f.jpg,
129,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/22a7399c1931fb0a28e7f857e051b44863654a79476301c334d5c0019047eced.jpg,
130,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/22a8f415b13f8bc9825cfa588c4631b00b6ec54cd0abc6ccdb01a52b5a305126.jpg,
131,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/22b215ab8ea0951af4be38ee452a4e30ea1498d8850762ab8d85da701c8230d9.jpg,
132,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/22cdf951f35a475729d45ea0f52237be9e8ff21e794eeb1f3b69f05febbd638e.jpg,
133,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/22decabb30b2a2df973993c350e82fd3aa592c8dd6ad01700f96916338af0b34.jpg,
134,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/2327734e6e551d9bc561267d1549cbd0949d3c6ee8c9e18458517bb399b0c9f6.jpg,
135,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/236e1ca05405cbdf0dac657a0c7ef48493abbcf5262d6120554321233861631c.jpg,
136,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/23e9306cb9bc1b71d95dee61cb712b383c17b90683410667e3a31efe25d668d8.jpg,
137,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/240a522a8d9820253f844ecfb80893378be8a1bcdcf0c28fa9484237d038c8df.jpg,
138,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/2412c359c82ef0a38ef2f16f54de70134d9dfa341bb913eb5534f6dbb4259c3a.jpg,
139,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/244640234c9737348b9d6231e39cf1aae0014ac1a7f1a5a2eef4b6d1f243ef17.jpg,
140,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/2486efd8dca1431719629b1573dfdb90f2f0140ef8a51dba77fbd7b3e134ff05.jpg,
141,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/24a24f6f2bfb848012f8899f07a47860a85793ddf8b6c601f5f21123ef965785.jpg,
142,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/24e8453ca9ecf22201bfcd5f3a4b3eb6af46a0ebd186c9d1f7bc2dffa6a0d76b.jpg,
143,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/250b6cdd4b463bfaf84988979a831aa70d6891fda9f0003cd9ae9280377ee83e.jpg,
144,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/2542587391fcc201a0c70f27d7dce0d9801db03d71cdafb867fbda2c03ce25a3.jpg,
145,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/257ea54bb95066a8f1ad66861e22aa2bfcd4ce60fe4dc7b8db3d06150d243602.jpg,
146,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/259da000e75a79bc4b421dcaf44eb37a1c2c57a9726b98177d0c699c218611c6.jpg,
147,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/259ffafe41e3b69f0d91c5221db5930d55c39e82d98c55d70e4b1d38d06a3a41.jpg,
148,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/25c6c7bb3380fce9e955c231dea5a94fb2742801100e54e4b959baac44e818c9.jpg,
149,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/260e59a279028cfd43433708c2baa0fc9ccaedfe9a0d21f9ccb2678b85678acb.jpg,
150,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/26121e148c9b7924e6af5ecbcf49a16bb0f1f2689fa0ea43460407ea24e42c66.jpg,
151,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/261571d51cc13dd8ee557ee0096c0bf13be4c8fc169b80c63942d85f98a0f57e.jpg,
152,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/2623fa66bf0f3182ec55ac1493ce6090141cb81322c6a883b1468b6cbbbe34ac.jpg,
153,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/2677cb19a32b12bdbf04666462e9638c6e14729f7d4fd08f6fa09dd7279e1810.jpg,
154,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/269bfca13912e7c8b9856cc6a37557f505c3635fa1d835b6feb7bbd12926c82e.jpg,
155,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/26f7c5247c19bf16bdd3d4bea3811657a65a00141582a417d25eb286da6d2c3b.jpg,
156,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/271ba0e4fa091eeb69ef32698a59061151a319468d0b1dc3915d7beb4bad68c4.jpg,
157,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/27465108fcdc1738a81e2bb7b2142f4d46c69e4ba856cf9bc445c7ddf6deb4e9.jpg,
158,lynx,/workspace/COMP3608-Project/animal-clef-2025/images/LynxID2025/query/274b6b5c961c5cda98d7d5bdd07fca71518656a01ca476f8dc15d562ba334a0d.jpg,
